Cut1 Cut2 Cut3 Cut4 Cut5 Cut6 Cut7 Cut8 Cut9 Cut10 Cut11 Cut12 Cut13 Cut14 Cut15 Cut16 Cut17 Cut18 Cut19 Cut20 Cut21 Cut22 Cut23 Cut24 Cut25 Cut26 Cut27 Cut28 Cut29 Cut30 Cut31 Cut32 Cut33 Cut34 Cut35 Cut36 Cut37 Cut38 Cut39 Cut40
57.00000000000002 62.48427770153729 51.28974346928665 47.02330359536717 53.88934598013177 55.27964290744106 58.109430478095 60.37838749352617 58.37998587684672 64.14166900859496 64.12857957051541 59.03202146433525 70.74479352055131 77.4341569179528 84.32715134094026 71.4064779325688 81.64385351984743 75.66822307650169 68.86382557405597 56.19967110550462 66.45028581452674 51.327663579485645 53.27149500768033 56.813088176122626 53.09948047157607 48.83980336152204 47.36843236018901 43.084274910550064 46.993564387291414 47.39983114481257 57.94565889661884 58.22009961406636 46.70479453692786 43.35194059507943 52.96310372831254 51.72481302556693 40.41439974658925 39.59023123889867 42.88492699961362 57.00000000000001
57.00000000000002 62.48427770153729 51.28974346928665 47.02330359536717 53.88934598013177 55.27964290744106 58.109430478095 60.37838749352617 58.37998587684672 64.14166900859496 64.12857957051541 59.03202146433525 70.74479352055131 77.4341569179528 84.32715134094026 71.4064779325688 81.64385351984743 75.66822307650169 68.86382557405597 56.19967110550462 66.45028581452674 51.327663579485645 53.27149500768033 56.813088176122626 53.09948047157607 48.83980336152204 47.36843236018901 43.084274910550064 46.993564387291414 47.39983114481257 57.94565889661884 58.22009961406636 46.70479453692786 43.35194059507943 52.96310372831254 51.72481302556693 40.41439974658925 39.59023123889867 42.88492699961362 57.00000000000001
53.97574367153722 50.70273184906443 40.54815981201307 42.98531505810095 57.14326212920943 59.36601290380901 51.74245201815787 63.008379289665314 61.748192989845364 67.86118430691945 61.89531287654473 66.09156651866934 78.2508131790015 78.80539044394837 82.3692063831587 90.88023842591637 80.10164021732542 81.70659156088531 65.06189251944097 61.007057380158855 60.90127973921146 57.952730667119965 51.988146830745926 68.94597567002357 55.120845432433725 45.75707163515502 51.64287787805062 51.00841383625443 40.10410219147049 60.750110668236424 52.40485907108902 50.06288129774899 38.88608819184795 50.06751183132249 41.79608980062494 41.72926289668177 51.02874810371799 42.49616219046393 51.15249044215523 45.702200238176715
48.54534462648549 50.90194646974333 54.26539751313816 50.93345986302625 48.99969204740024 46.27900674104861 67.0013206103109 64.30366770880575 64.72107570797249 75.81590879372463 69.99163930348789 80.61648273805308 102.45546433764422 102.69509945528837 91.91488877001953 83.96477837455676 109.33079362777211 98.27603475558935 98.25148711549349 82.82997388317946 88.08492215318024 64.98918186660954 85.45704599327881 92.87996934082138 62.58884993398206 59.61422443067852 56.43456111315455 52.531398398557876 49.60913721613016 49.804807270391244 34.70422142123687 43.43510863109797 50.83493446283155 44.663863133394756 42.92919793413693 47.49780535593494 51.406443795044154 44.18931728212166 50.84518027020268 47.01744816263336
53.393232065895134 51.689252595887545 50.88222247973733 46.852329787883455 54.579010798567694 55.69695309387773 56.96536313117029 47.06552812339104 64.55479867564812 65.33059312310304 81.45200419242876 91.1798976231922 96.57963463773696 119.91821713361495 126.07780308087807 131.8946792119963 145.0580351012404 160.6930895071842 156.08624253963347 133.86788795740745 143.8714809730135 140.23035802731428 130.99982769955596 127.87185540960617 108.43412084931178 94.10406370689667 88.67171753463695 71.72975895305213 59.91426852071831 60.65359970200902 59.37530156048375 43.785243676817494 49.88416663227202 50.21617424257309 51.76083065073195 39.348426631067085 45.52844111201173 54.13849572133976 49.38267507889427 51.544724727435984
52.6376499980326 64.38246730572598 48.291729288291116 62.674920507604725 51.67018185680595 58.98579985708833 51.68164116060894 48.8977205587856 63.066189558108206 67.25465574794097 93.91192800371267 103.69330246457481 128.6461807925402 160.6656765759276 151.39015162430184 192.86970770159488 207.64776279561934 203.45641820897734 195.40470927515807 202.5022967380833 209.90558258401322 219.78152963174637 192.35764306821952 161.50691962309818 161.1410644167387 147.03624323941156 135.60325978266653 119.82376592227507 97.10216923741417 80.57860447542448 59.26996035166597 60.84011582089043 53.71524012613812 38.12433780322983 47.54004451204289 43.24482796265085 48.2378680983819 43.85673397583946 43.85971888179927 46.00571422367789
61.24080510399009 47.626130637418505 53.097361460693314 49.85674004642042 55.24853588747841 46.225679840376344 53.052513974181444 54.58048557802424 63.10303493883911 76.40623094690106 102.51433358144355 148.51707643984435 170.41143154938638 183.2034587273337 235.80939456214176 254.33174495300852 291.7812174318248 290.73620705404545 300.54962651433664 308.7544586116145 313.1018604647714 270.87548998210434 272.28546238583147 237.44066765332488 230.19489018646107 204.14956874887642 197.1777551604063 155.42879660906902 118.69171582654397 104.28824304801402 101.06756605850042 72.66720578769281 54.87455888237138 43.8690362500995 40.283324184591486 55.86144523692777 53.767768045311676 51.545254967282546 51.67376950137955 41.702111744179604
46.22441310289104 47.79989159091413 57.483393760524166 51.414500025488515 41.300334502442695 62.15545734615809 54.76067412548558 64.96997777972004 81.96239752458631 105.080275476468 147.02452568840758 171.74715498533467 214.5816839431105 240.22444411999055 282.0363288740672 349.2433319641129 381.61490098798737 485.94585371983095 485.63394129714453 510.602730930949 457.8315427065269 430.3220826993483 451.8369922278695 406.7706008371887 384.7131482179152 337.812167976678 278.02459445592274 197.24456635018097 163.6940024175054 136.66686893153664 101.14529517961371 90.32284286390313 77.64816311002588 62.37078482038368 50.61512470948641 51.29921111391387 43.21207019404813 34.99088549380087 49.2363257526625 53.858005739178196
51.62238922464317 58.02439217125092 46.965700177004884 47.95047219248465 45.171642262363086 54.83926225889897 68.26936565484095 69.1182263641405 97.98402885873423 129.80907652926575 181.57266385071853 192.8553228986783 236.47345655848795 310.4596941502528 391.924198790465 453.2688754525523 508.6275628463074 615.8678218581936 655.9640528415462 687.31802866187 627.9217374350063 617.5109078660472 600.2734174099842 580.9348086403602 508.65202538927394 445.2642960709082 359.98095439293223 275.2100189840728 217.15358396783543 168.79089825661484 153.06737202760272 117.11320525456645 95.6244238390842 54.86829794967268 46.9811883640924 45.85610251181131 45.694743113332535 51.23314071299286 32.114746830861414 44.01596023306573
61.817767850563094 50.39083164844586 44.23864452501087 48.80503828104708 54.44614906242419 52.264742015674656 61.624884495677605 95.70720733540942 147.0513907128806 177.39719333408527 206.11425106051243 248.90683760119992 320.63160550883026 397.88558074547416 471.52405424214436 571.3828050970334 647.6352976264841 729.3938502996199 848.0196812700162 887.1287957035992 833.0692565426427 794.4376968873195 765.10545440703 728.3263115721616 647.696339289086 570.7598791360626 451.1296357381214 335.51292260524053 276.5702369130466 222.3070560776632 172.1407688834996 153.05710599678298 112.80081508483396 92.54554585550811 56.68833097640241 46.92623103152089 50.79286553530501 42.79788279593738 41.226055093059585 51.183017247679345
