Wavefront_pumped_trans21 Wavefront_pumped_trans22 Wavefront_pumped_trans23 Wavefront_pumped_trans24 Wavefront_pumped_trans25 Wavefront_pumped_trans26 Wavefront_pumped_trans27 Wavefront_pumped_trans28 Wavefront_pumped_trans29 Wavefront_pumped_trans210 Wavefront_pumped_trans211 Wavefront_pumped_trans212 Wavefront_pumped_trans213 Wavefront_pumped_trans214 Wavefront_pumped_trans215 Wavefront_pumped_trans216 Wavefront_pumped_trans217 Wavefront_pumped_trans218 Wavefront_pumped_trans219 Wavefront_pumped_trans220 Wavefront_pumped_trans221 Wavefront_pumped_trans222 Wavefront_pumped_trans223 Wavefront_pumped_trans224 Wavefront_pumped_trans225 Wavefront_pumped_trans226 Wavefront_pumped_trans227 Wavefront_pumped_trans228 Wavefront_pumped_trans229 Wavefront_pumped_trans230 Wavefront_pumped_trans231 Wavefront_pumped_trans232 Wavefront_pumped_trans233 Wavefront_pumped_trans234 Wavefront_pumped_trans235 Wavefront_pumped_trans236 Wavefront_pumped_trans237 Wavefront_pumped_trans238 Wavefront_pumped_trans239 Wavefront_pumped_trans240
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.588567040860635 -0.555535387247775 -0.505463323555855 -0.438040376640845 -0.38150698225945 -0.343555248342425 -0.29907650407399 -0.261975939385579 -0.212656557559985 -0.16175408661364 -0.11293152673165 -0.0548988655209251 -0.018155792728055 -0.01650633476668 -0.0374599648639401 -0.0818570964038201 -0.12194274179638 -0.170186029747085 -0.233660472556945 -0.287294370122275 -0.33634345233438 -0.39644093252715 -0.46855714358388 -0.53609136305747 -0.591930620372275 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.583866840228418 -0.554543239995815 -0.51255512237548 -0.449399499222615 -0.39961134083565 -0.356569432653463 -0.314103547483633 -0.272645234130337 -0.224930599331825 -0.180793127045045 -0.133357681334025 -0.0776196508668051 -0.04811974614857 -0.0427231350913451 -0.0597117440774551 -0.09453705511984 -0.12619272619486 -0.175424966029785 -0.232753374613785 -0.276740889996275 -0.3288732180372 -0.38577613234517 -0.451706474646885 -0.514750750735375 -0.56230532377956 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.586822191253283 -0.557698631659126 -0.512800114229285 -0.457897805608793 -0.418381417170135 -0.37426151521501 -0.331509910523867 -0.289591559208893 -0.24553844984621 -0.205076046287985 -0.16187452338633 -0.107140094041805 -0.07777383737261 -0.073635694570805 -0.08656829595565 -0.111845566891105 -0.135951414704325 -0.17775541730225 -0.227237155660945 -0.272344840690435 -0.326330880634465 -0.37465961091217 -0.433494793251115 -0.493511810898765 -0.54151021130381 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.595464627258458 -0.56211568228898 -0.521767561323915 -0.473862851038565 -0.4351236503571 -0.404014545492809 -0.358895032666591 -0.316477844491557 -0.272927514277384 -0.224359104409799 -0.1844183281064 -0.14272126834838 -0.11675484105938 -0.114937421865705 -0.12408881168809 -0.14157543517649 -0.167114784941025 -0.19656629674134 -0.23991290479897 -0.28175030928104 -0.32481543160972 -0.37202472425993 -0.424263169989015 -0.47680350579323 -0.527813659980885 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.578487272374309 -0.541296925395705 -0.494352289475455 -0.458823706954667 -0.429641733877357 -0.396584367379525 -0.35364910308267 -0.307772940956032 -0.258571811951677 -0.22256804537023 -0.192799619864635 -0.17014763038602 -0.16834040451792 -0.173872161656575 -0.18761656712734 -0.21078228764232 -0.232802566140885 -0.26973408553751 -0.30482639279216 -0.346721362322525 -0.39162793941791 -0.437128476798535 -0.478226279839855 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.565479187294818 -0.525984246283749 -0.488959453068643 -0.460133358836154 -0.433834394440015 -0.399655912071435 -0.361238714307525 -0.32129098661242 -0.28699239064005 -0.258960189297795 -0.240320371463885 -0.240790002979325 -0.24137992970645 -0.24410374183208 -0.255439802072895 -0.27648220770058 -0.305107108317305 -0.343310072086705 -0.38331800512965 -0.42230166867377 -0.46429963409897 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.591892971657197 -0.560031577013409 -0.531467575579861 -0.501764561980957 -0.48160452395672 -0.456041627563505 -0.422955703921625 -0.39170599589124 -0.36390237929298 -0.33462564507499 -0.32011370174584 -0.322577139362675 -0.320711405947805 -0.31629047077146 -0.324482175521535 -0.339218080975105 -0.36122085340319 -0.401808941736785 -0.435788817703715 -0.46959417313334 -0.50630901940162 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.595938756130612 -0.574797434732296 -0.552495687268653 -0.52963907085357 -0.504589037038375 -0.474923951551295 -0.44420674908905 -0.42463207431135 -0.40454022772609 -0.393908121157415 -0.39604269247503 -0.39672617334868 -0.400041521526865 -0.41028601583093 -0.428757270798055 -0.449494087137255 -0.480381806381025 -0.51356166414914 -0.544784879311895 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.612263184972087 -0.592406784184254 -0.570120753720383 -0.544497678056336 -0.515838052146112 -0.488793596625303 -0.47710778750474 -0.470747639890725 -0.4633080428466 -0.46217669080945 -0.46717353165146 -0.482772018760415 -0.498907761648275 -0.520011568441965 -0.544558890163875 -0.573223264887905 -0.610315283760404 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.608710166066863 -0.584935437887888 -0.561687682755269 -0.546987417153992 -0.54455490969119 -0.544504479039435 -0.545807013288115 -0.546129783615445 -0.551812957040945 -0.575584928505105 -0.606784200295783 -0.63584416359661 -0.66598262824116 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.633081792853749 -0.611372410319724 -0.602822588756659 -0.613053550012388 -0.627162389922865 -0.63442715629933 -0.638329746201615 -0.657918252050855 -0.694957776926435 -0.73871451057491 -0.776176206767535 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 NaN 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
