Wavefront_pumped_notrans21 Wavefront_pumped_notrans22 Wavefront_pumped_notrans23 Wavefront_pumped_notrans24 Wavefront_pumped_notrans25 Wavefront_pumped_notrans26 Wavefront_pumped_notrans27 Wavefront_pumped_notrans28 Wavefront_pumped_notrans29 Wavefront_pumped_notrans210 Wavefront_pumped_notrans211 Wavefront_pumped_notrans212 Wavefront_pumped_notrans213 Wavefront_pumped_notrans214 Wavefront_pumped_notrans215 Wavefront_pumped_notrans216 Wavefront_pumped_notrans217 Wavefront_pumped_notrans218 Wavefront_pumped_notrans219 Wavefront_pumped_notrans220 Wavefront_pumped_notrans221 Wavefront_pumped_notrans222 Wavefront_pumped_notrans223 Wavefront_pumped_notrans224 Wavefront_pumped_notrans225 Wavefront_pumped_notrans226 Wavefront_pumped_notrans227 Wavefront_pumped_notrans228 Wavefront_pumped_notrans229 Wavefront_pumped_notrans230 Wavefront_pumped_notrans231 Wavefront_pumped_notrans232 Wavefront_pumped_notrans233 Wavefront_pumped_notrans234 Wavefront_pumped_notrans235 Wavefront_pumped_notrans236 Wavefront_pumped_notrans237 Wavefront_pumped_notrans238 Wavefront_pumped_notrans239 Wavefront_pumped_notrans240
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.42003249377007 -0.3954956196248 -0.36341895814984 -0.315120452083595 -0.27643763553345 -0.255777559243125 -0.21859506424509 -0.183071489445829 -0.142273500561685 -0.10950464010234 -0.07373156351965 -0.030414603650525 -0.004901656880905 0.00198204256597001 -0.01070531737054 -0.04470499977462 -0.06973974220453 -0.098648743703935 -0.143974496051645 -0.187119645066525 -0.22434227168558 -0.26934615708885 -0.33044864423568 -0.38678788207469 -0.43109221756455 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.420960104092932 -0.39768098108466 -0.369261622428895 -0.323023548349715 -0.28840029425915 -0.260944166220663 -0.225753489881733 -0.187475412152636 -0.151055455207775 -0.128821467980695 -0.094299755990475 -0.051088490989005 -0.03080006688832 -0.021485731936995 -0.030483533628255 -0.05067444406444 -0.06812701374291 -0.099375250749235 -0.137799643911385 -0.171144481748325 -0.20988008473065 -0.25580104440447 -0.313753580674485 -0.365457030013175 -0.40199103206395 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.423531958833289 -0.402862893417451 -0.36878144182261 -0.326788120903043 -0.299532311037135 -0.26779600419101 -0.233467467129167 -0.195329078473143 -0.16994149144736 -0.152752704918385 -0.11881912313398 -0.076668322086305 -0.05638906173406 -0.051289496012005 -0.0566527545452 -0.063110127113705 -0.071707278490075 -0.09799541719255 -0.131333699449895 -0.163520006462935 -0.204624633304765 -0.24530528299507 -0.294269079342465 -0.344515897333565 -0.381613517180065 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.430993641726637 -0.406462891027299 -0.375362914986855 -0.338333027437265 -0.30843552760775 -0.287847633473559 -0.253033190034291 -0.218967238441057 -0.190259135328184 -0.164112726226399 -0.1369723156094 -0.10634266119448 -0.08856123313303 -0.081926506943955 -0.08232945483174 -0.08349209465084 -0.092414444312425 -0.10850605182344 -0.13812036067247 -0.16775933187454 -0.20266590453677 -0.24025227315718 -0.283802499994615 -0.32931123115123 -0.36961636878545 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.419617111794599 -0.391007874160964 -0.353235804475805 -0.327154282480417 -0.306939045898606 -0.283634727820725 -0.25047709140922 -0.218434131704232 -0.188474827446028 -0.16183004807678 -0.140870846342235 -0.12683658581227 -0.11619826126842 -0.112216595560275 -0.11520772706714 -0.12562513165172 -0.136148478835785 -0.16173738334326 -0.18615481164301 -0.218057539313975 -0.25373526103791 -0.291461139917385 -0.327877042815055 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.407946651801447 -0.380510669201578 -0.353096417151393 -0.331495329737603 -0.313071129843565 -0.288013201206885 -0.261611271649575 -0.23909692652517 -0.2121620671823 -0.190322579815945 -0.177192168310285 -0.168934741057425 -0.1598324310034 -0.15664444584398 -0.160193025134445 -0.17241315357383 -0.192811108194255 -0.220204277895355 -0.2486730050295 -0.28176553919907 -0.31580798327922 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.429637758992578 -0.407557114027389 -0.387913573533265 -0.366492632776467 -0.35279098898167 -0.336032086051955 -0.313099716790025 -0.29566953936589 -0.27352279098698 -0.25132240215314 -0.24048298411069 -0.236126279458375 -0.224304737523155 -0.21457603853191 -0.218961599282885 -0.229117409326105 -0.24364730902014 -0.273873666301335 -0.298638537526115 -0.32483506202694 -0.35409053601322 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.437295689247515 -0.423099851235716 -0.409230179153368 -0.394217399880255 -0.37756846193219 -0.357263809069945 -0.3351619886234 -0.3212789166718 -0.30655656196174 -0.297035791445515 -0.29503628145903 -0.29102002549913 -0.290258557535715 -0.29759187903248 -0.311413286253755 -0.326205463148605 -0.348535102792025 -0.37306079827244 -0.39561416022477 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.455591288395192 -0.443069485016134 -0.428930850699533 -0.409786256030175 -0.389090540818827 -0.371207326650552 -0.36390001513064 -0.358647843357125 -0.3533554067835 -0.3501083059236 -0.35235325247046 -0.365210916846915 -0.379045488312825 -0.396383354440295 -0.41606848686931 -0.438823463395205 -0.466521179303495 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.461439605802265 -0.444159496575563 -0.427699369378334 -0.419871042482536 -0.420298939570775 -0.420497201848755 -0.423680679872605 -0.42330276034771 -0.42998502682893 -0.451869885437155 -0.481014987453783 -0.506800718605485 -0.532664695754611 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 -0.487112089060213 -0.473575129173663 -0.469779105856979 -0.478009481914308 -0.49224513070654 -0.502901580184665 -0.511034013703435 -0.530397363007035 -0.566601126454735 -0.608246961608505 -0.642796047031835 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 NaN 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6
