intens1 intens2 intens3 intens4 intens5 intens6 intens7 intens8 intens9 intens10 intens11 intens12 intens13 intens14 intens15 intens16 intens17 intens18 intens19 intens20 intens21 intens22 intens23 intens24 intens25 intens26 intens27 intens28 intens29 intens30 intens31 intens32 intens33 intens34 intens35 intens36 intens37 intens38 intens39 intens40
32.14475200269649 37.10833250968302 49.798338083083834 38.945578921263454 45.12163955069185 60.90152365362705 85.63436374194146 102.6968499879859 96.35119033259755 161.0193678736292 200.4232193039973 166.41936361678174 191.14512215824737 228.31210130550042 235.02022154044732 305.019244553439 279.48076183022283 268.1289223980114 261.22273152579174 317.65955566601633 253.23029622389336 286.2498143396533 255.6751450241393 200.25253227291003 282.41896085823174 287.0985707921493 181.66864570080384 126.38581736830092 117.7680805713921 101.27720638195566 108.67119058411565 94.29571613859946 75.99441756186728 57.23070163154557 41.290135842707606 35.81148676589021 25.945428906296087 23.754554578784745 26.461521762972957 17.05876339780648
28.400949251101345 40.192173877081785 51.02911183081957 57.95856462747979 77.05409374910876 116.3886615474697 72.2924415640396 124.49756520081073 142.11504009059215 176.39952200230792 200.68689488981977 211.80483163315245 203.22671776583763 246.44313473330516 282.3192626347386 333.52474048322534 367.7199354417927 388.12913318919135 367.0127206148389 358.78871699650335 339.4844925095456 383.6288963656142 382.5927524720277 288.3960734995261 264.36389050253683 350.26879748274547 258.54056684022356 256.99153019272495 174.52081129010955 187.78719646320008 141.97292611625053 95.93394500348863 85.43342841277843 92.31323534272367 79.3824142439985 54.31373424690306 36.78448224550395 32.72367440652602 35.9612610830108 22.651165634223638
38.41097183645193 45.67949838219178 51.77515962143476 54.30395698687281 94.44664941816707 97.5527517514483 121.60051781734913 128.80797851127187 194.8090095904448 191.84266426914536 250.8293388208579 266.21835731280237 316.3705362515556 433.53660817120726 420.1523047677919 463.7352634021598 549.4648417383695 606.3023004361639 497.90375179584623 598.129504685613 448.667922897003 413.44323104925843 523.2015821347999 435.45963394445175 437.1944296292735 419.24119918910907 291.60403068681694 282.54336357372176 234.7753829715367 180.41459126711254 190.94151346322454 144.77116015043507 94.38311592126156 81.27715654474278 78.03985658679008 67.83189957599994 49.74018093605735 37.273545783876536 18.980694240896877 27.139704761620298
41.46288491482757 37.60560690406684 56.13408400783885 75.03679845861721 108.49337403272028 143.89144633360937 142.3621774894313 227.25802244933385 319.6172913400087 252.85411755715336 375.91676734580653 338.8927927676932 368.6891468199053 491.7295459538293 562.9104117432624 639.9017461843857 692.6186285456617 701.2989655856867 807.3968344325173 667.339160234926 727.9041082950265 741.8361651790234 607.0156542248911 675.0298753748925 497.2907783993919 539.0615346630285 449.9883488091786 390.1228426090273 363.190137599435 318.99747285692257 218.63400741084078 186.94988582458032 165.8028123990632 133.75293877884965 75.40242280069046 72.28757123111893 57.96712551673328 55.4467698802742 27.14325902638881 34.13254165515494
46.03614304256013 35.473883919438116 74.02954980172707 79.16480077748936 90.23367075736788 139.41116813985562 186.81907718811527 196.12687554501943 267.96794268973605 363.050333095405 481.60977355470135 414.72284532542733 522.0417326658938 632.8406537151519 732.4031729139055 772.7188367213998 769.9272736759376 863.8560213457413 868.7203584489279 795.9297040841916 915.0141044040942 992.0608638832182 807.10127830087 711.6908154920274 806.6800506151187 526.3373494434843 598.5316825640448 468.68742524532126 362.6101389615703 382.16349375178174 320.2732389026579 191.45806084830576 257.8223219621217 140.5920878810436 114.68946679557979 85.79320856049239 81.01753837660685 36.9974950821686 37.683893505320206 28.602037350066453
45.725372967700444 73.05929498207082 60.216854630027754 89.56922354270829 155.08711770096778 163.36511002363622 192.64955031265492 279.01091602092595 351.9286834103504 412.74356011039515 512.4266160859007 568.0716067626583 761.8770190457383 871.0147609083447 819.9658835969715 1141.700779927373 970.3675944962664 1035.733795995915 1153.4268658265744 1166.6177753214881 1091.5497879965967 912.4148798360595 1054.5550469449502 1009.673043972695 953.00595392064 754.4398814772894 618.1781682972866 649.5275478406217 493.07549352323366 381.2858776133005 364.0685182508805 306.4009458631638 207.1423852354549 189.5046960245571 155.01498343524696 112.88696076741202 72.73969913619766 54.42939683262782 43.768394924391586 28.635302443472707
62.589207467905105 45.99664921716339 78.85410875819358 125.14438752607019 130.19470188101016 187.23493891767353 246.34899550849536 390.13586735527355 555.9098906190908 620.341122594799 601.6361507762839 706.439477164462 755.3703719885458 866.298546687122 1100.0489313200485 800.8099724173185 1172.5711575810042 1401.192454493198 1245.3055166997874 1383.6336438424373 1323.4038828959808 1397.2645609258527 1221.321626387622 1080.5860458336776 1052.9195120221607 927.3766318363108 797.5115262102659 734.6803153547582 641.332039228388 494.7308787782166 372.1246585696951 349.29151540476346 303.2518033583637 203.26904289022139 179.998500308728 138.1789863411776 93.72190838947562 46.672297336910304 52.042887785347084 30.892161322320558
51.979422049370484 51.338533260019126 67.66057932524555 101.81273632345916 200.1245726826322 242.84164457904356 385.0732877588418 432.6645038315828 699.1579917223081 582.9429147299531 676.4309067094097 770.6320220047929 1024.0735649674116 945.198088780851 1146.6094865653226 1246.8064637957386 1570.2527720004475 1291.6537930138174 1499.3695444364212 1487.3070665583616 1654.2543479461665 1472.2546298676373 1532.8894641952832 1384.5424621906557 1312.5869644545564 1058.766141148265 971.1714680276117 798.0060545485356 702.6923683344863 495.7551733125631 445.5386192433537 380.0814606575789 323.2870093292124 281.7064153809736 206.0453412972614 165.57944659058757 105.52575725471233 58.971193334803914 48.116892833093495 42.632267342269564
55.76576655201342 97.32622716191743 102.16699174185788 191.93717148655702 252.16738097721392 236.99543154248047 480.66316435101726 487.75126651553524 544.3351253644188 630.9201049946232 889.3297132886912 989.5999685986178 967.3897952265987 1292.1243703664763 1312.5575450996694 1708.6096798036433 1608.0460772850429 1699.9618535783113 1832.6581471785512 1880.7448796931228 1530.0406985810098 1635.0220675486657 1664.137538655578 1448.7836365568508 1469.8803176118815 1227.4849407862805 1012.0486554060099 956.9261131232583 815.0767375781741 699.3764665391029 518.9745710484569 375.38336168704285 322.48786380387367 294.295046804664 259.46194140265146 165.33284039070995 143.5771375464304 87.49370161870003 72.05819801771278 44.30040502398472
29.864075974244095 91.18431430802433 146.81032877445827 149.7811365605232 188.60353386366376 389.4341944295452 532.2875015433395 589.1338912457535 699.4615272075897 727.6310226886415 1244.0771625498571 1182.9390471095842 1382.289869937091 1550.1368915726878 1742.6073479857869 1569.2450801214172 1571.1014867392048 1632.1339714378728 1726.3426078171617 2250.6111459602876 2226.338212204116 1942.9953121048045 1688.1781833245038 1677.8594093011552 1468.9422366840174 1253.9066749515875 1190.6656572722668 1011.3478378056004 922.1059581526472 645.4968320173001 570.6608376753552 423.23366207416217 395.69325241550956 309.4774125457419 316.22243967148165 217.88740830841806 150.0401961531504 105.64082658025238 70.3678950228413 46.11104242566989
52.28259091187224 120.06426412994567 131.60734340067057 229.0788364075059 275.3078561446319 457.50243603984586 496.3761491830958 613.6001981936331 1056.7981505555992 998.9673493204108 1081.541656542615 1192.6921508905564 1276.2657362961127 1654.4711483209985 1898.871753806377 2237.989482122523 2088.9957121325374 1976.244428252702 2345.6658953048586 2336.489750786386 1980.8755319264317 1950.0934802360575 1892.959147402463 1681.2746414205067 1589.9881468215208 1404.6674991918512 1356.2011768028444 1117.78761991714 988.9896134217506 738.04380045669 617.4634423015295 459.2721297278447 405.1649993116468 340.93545115012546 304.29905138598883 237.16941441292877 166.18569233251793 111.03583362810441 92.60178725248569 75.51486148083812
78.58406162058428 116.89407301688 244.58347008997723 194.35021215815513 309.96401040768416 430.81392420009456 512.6226469798994 592.0330532886618 965.9330861357413 1055.7605487506312 1364.2802070913585 1269.9130062622387 1623.6956244636622 2073.0100791550644 2246.66937789287 2098.0235543639974 1780.5054435981344 2291.040064303699 2083.379310760782 2251.4607296231534 2240.841029538706 2193.5384373862375 1660.5221818229138 1642.9419024734518 1471.6925323262356 1450.9119191213651 1345.3540627710183 1048.964459165054 988.1145867383837 801.2057014387276 724.2397501284132 583.1744126729645 425.3925372857386 349.6741700057498 329.17664831322236 295.87765938979015 221.1529440463438 129.3983370906009 103.47072590725799 82.50940210234569
109.09872564861148 140.9621837843284 195.24696997713127 200.53537552107503 336.00138592293126 422.96240634109654 627.6712893970146 704.3271534233463 853.8167704374268 898.536263406329 1214.83129709654 1235.7461570372016 1557.9669847801172 1924.9197513830165 2204.3025410090067 2225.682804855706 2012.4651719708036 2095.68006302115 1980.7277611877828 1870.8623228549336 2150.396418929577 2087.8956189832643 1948.7213507645683 1660.1477867016488 1701.3158125933294 1427.9202605072924 1381.9215704203652 1123.3815333846592 950.1190100361493 765.0245136387491 779.8454361092261 570.129822764032 483.6507455354654 424.0416756949485 329.61947089882216 243.17173505242476 183.6038221145105 134.80321542257033 106.42952727695716 90.50647080696855
